SampleDate,Result
3/2/93,1.56147
3/2/93,0.20856
3/2/93,0.213882
3/2/93,0.470905
3/2/93,1.15093
3/3/93,0.329858
3/5/93,0.341063
5/24/93,0.671481
5/24/93,0.143569
5/24/93,0.246238
5/24/93,0.499199
5/24/93,0.199595
5/25/93,0.210101
5/27/93,0.136145
9/13/93,0.16682
9/13/93,0.395409
9/13/93,0.253661
9/13/93,0.359272
9/13/93,0.286437
9/14/93,0.18741
9/16/93,0.223827
1/31/94,0.429165
1/31/94,0.838413
1/31/94,0.587203
1/31/94,0.618214
2/1/94,2.02257
2/1/94,2.42176
2/1/94,2.46098
2/2/94,0.225396
2/2/94,0.745969
2/3/94,0.193741
2/9/94,0.368068
4/18/94,1.17264
4/18/94,0.262205
4/18/94,0.461941
4/18/94,0.310108
4/19/94,0.861692
4/19/94,0.244557
4/19/94,0.860432
4/19/94,0.998398
4/20/94,0.174383
4/20/94,0.0560268
4/28/94,0.458859
8/15/94,0.477769
8/15/94,0.431827
8/15/94,0.401712
8/15/94,0.361793
8/16/94,0.943912
8/16/94,0.39723
8/16/94,2.23225
8/16/94,2.18392
8/17/94,0.177885
8/18/94,0.156035
8/24/94,0.269629
2/6/95,1.06979
2/6/95,0.504269
2/6/95,0.405816
2/6/95,1.06571
2/7/95,2.8462
2/7/95,0.62778
2/7/95,6.76563
2/7/95,7.68618
2/8/95,0.335124
2/8/95,0.347618
2/15/95,0.354888
4/18/95,0.122138
4/24/95,2.5925
4/24/95,0.221586
4/24/95,0.613073
4/24/95,0.100568
4/25/95,0.582819
4/25/95,0.172142
4/25/95,6.93794
4/25/95,6.40064
4/26/95,0.181247
4/27/95,0.197354
8/14/95,0.905673
8/14/95,0.893487
8/14/95,6.64912
8/14/95,2.40761
8/15/95,0.567411
8/15/95,0.0867015
8/15/95,0.268649
8/15/95,0.319213
8/16/95,0.0708739
8/17/95,0.0532255
8/23/95,0.163878
2/5/96,0.999378
2/5/96,0.593884
2/5/96,0.472726
2/5/96,0.45956
2/6/96,1.65811
2/6/96,0.545981
2/6/96,3.33359
2/6/96,2.2971
2/7/96,0.369637
2/7/96,0.353109
2/14/96,0.265567
3/4/96,0.91884
4/23/96,0.16668
4/29/96,0.201696
4/30/96,0.126761
4/30/96,0.118497
4/30/96,0.247919
5/1/96,1.13174
5/1/96,9.59459
5/1/96,7.07338
5/2/96,0.557467
5/2/96,0.444012
5/2/96,0.308147
7/22/96,0.194553
7/25/96,0.220465
7/26/96,0.248619
7/26/96,0.344705
7/29/96,0.467684
7/29/96,0.383644
7/29/96,0.464602
7/29/96,0.37552
7/30/96,2.94421
7/30/96,3.61177
7/30/96,5.59736
8/16/96,0.77317
1/21/97,1.89646
1/21/97,0.9435
1/21/97,0.384508
1/21/97,0.303961
1/22/97,1.16332
1/22/97,0.615132
1/22/97,2.42814
1/22/97,1.26438
1/23/97,0.290493
1/23/97,0.292688
1/29/97,0.22087
2/7/97,1.70083
2/7/97,1.81465
4/7/97,5.31683
4/9/97,8.53585
4/14/97,0.24983
4/14/97,0.164834
4/16/97,1.52689
4/16/97,0.704114
4/16/97,0.10335
4/16/97,0.221223
4/16/97,0.115875
4/17/97,4.13659
4/17/97,13.5042
4/17/97,4.20897
4/23/97,0.281961
7/28/97,0.811634
7/28/97,0.626738
7/28/97,0.471447
7/28/97,0.387582
7/29/97,0.946124
7/29/97,0.43621
7/29/97,1.89435
7/29/97,4.3303
7/30/97,0.382473
7/30/97,0.355127
8/1/97,3.10366
8/1/97,2.65085
8/6/97,0.213342
12/18/97,0.4269661
12/18/97,2.1797743
12/18/97,13.932578
12/18/97,2.0898867
12/18/97,6.292132
1/19/98,0.898876
1/19/98,2.696628
1/19/98,1.1910107
1/19/98,1.4831454
1/27/98,1.02
1/27/98,0.56
1/27/98,0.37
1/27/98,0.58
1/28/98,1
1/28/98,0.92
1/28/98,4.4
1/28/98,2.41
1/29/98,0.35
1/29/98,0.31
2/4/98,0.28
2/5/98,1.99
2/5/98,2.34
2/10/98,0.4943818
2/10/98,0.6067413
2/10/98,2.696628
2/10/98,1.1011231
2/10/98,0.5393256
2/10/98,1.1910107
2/10/98,1.3033702
2/10/98,4.49438
2/10/98,2.696628
2/10/98,0.449438
2/19/98,0.674157
2/19/98,1.3932578
2/19/98,5.168537
2/19/98,1.6853925
2/19/98,0.1573033
3/5/98,3.899998245
3/5/98,7.79999649
3/5/98,9.499995725
3/5/98,0.359999838
3/5/98,3.79999829
3/5/98,0.299999865
3/5/98,1.39999937
3/5/98,8.39999622
3/5/98,1.099999505
3/12/98,8.089884
3/12/98,0.6067413
3/12/98,1.0561793
3/12/98,3.146066
4/9/98,5.168537
4/9/98,0.1123595
4/9/98,13.707859
4/9/98,1.6629206
4/9/98,0.449438
4/9/98,11.685388
4/9/98,2.921347
4/9/98,12.134826
4/9/98,0.3370785
4/13/98,0.708
4/13/98,1.374
4/16/98,0.175
4/22/98,0.314
4/22/98,0.394
4/22/98,0.209
4/23/98,2.155
4/23/98,3.755
5/27/98,12.99999415
5/27/98,2.79999874
5/27/98,5.9999973
5/27/98,1.099999505
6/12/98,0.429999807
6/12/98,15.9999928
6/12/98,13.9999937
6/12/98,4.099998155
6/12/98,0.099999955
6/12/98,0.479999784
6/12/98,0.099999955
6/12/98,13.9999937
6/12/98,6.099997255
6/30/98,5.842694
6/30/98,1.2808983
6/30/98,0.7191008
6/30/98,16.404487
7/20/98,0.688943
7/20/98,0.582341
7/20/98,0.213604
7/20/98,0.082
7/20/98,0.3112
7/20/98,0.0224719
7/20/98,0.19101115
7/20/98,28.988751
7/20/98,19.325834
7/20/98,0.3370785
7/20/98,14.606735
7/20/98,9.662917
7/20/98,0.0224719
7/21/98,0.359528
7/21/98,2.49648
7/21/98,2.957
7/22/98,0.193576
7/23/98,0.224724
7/29/98,0.253598
7/30/98,2.93417
7/30/98,3.0239
7/31/98,11.910107
7/31/98,9.213479
7/31/98,3.595504
8/11/98,0.0224719
8/11/98,10.561793
8/11/98,18.426958
8/11/98,0.22247181
8/11/98,0.3370785
8/11/98,0.0224719
9/3/98,11.011231
9/3/98,3.820223
9/3/98,9.213479
9/10/98,0.22247181
9/10/98,9.662917
9/10/98,0.0224719
9/10/98,0.0224719
9/10/98,17.078644
9/10/98,0.0224719
9/10/98,11.23595
9/30/98,10.112355
9/30/98,8.764041
9/30/98,4.044942
10/15/98,13.48314
10/15/98,0.0224719
10/15/98,0.13932578
10/15/98,0.2471909
10/15/98,27.415718
10/15/98,7.191008
10/15/98,11.23595
10/15/98,0.0224719
10/21/98,6.516851
10/21/98,11.685388
10/21/98,2.921347
11/4/98,18.202239
11/4/98,0.0224719
11/4/98,14.157297
11/4/98,0.0224719
11/4/98,28.539313
11/4/98,0.08764041
11/4/98,6.74157
11/10/98,14.157297
11/10/98,3.595504
12/2/98,19.101115
12/2/98,0.13932578
12/2/98,15.280892
12/2/98,0.10337074
12/2/98,0.224719
12/2/98,13.033702
12/2/98,0.6067413
12/2/98,4.269661
12/16/98,13.258421
12/16/98,1.5955049
12/16/98,3.595504
1/7/99,22.247181
1/7/99,0.17078644
1/7/99,14.831454
1/7/99,31.685379
1/7/99,6.516851
1/7/99,0.12584264
1/7/99,1.1011231
2/1/99,1.186
2/1/99,0.477
2/1/99,0.475
2/1/99,0.404
2/2/99,1.091
2/2/99,0.85
2/2/99,4.512
2/2/99,2.562
2/4/99,0.283
2/4/99,0.395
2/10/99,0.271
2/11/99,1.622
2/11/99,2.921
4/12/99,0.169
4/12/99,0.076
4/12/99,0.195
4/12/99,0.35
4/13/99,0.269
4/13/99,0.549
4/13/99,3.474
4/13/99,2.853
4/14/99,0.005
4/14/99,0.008
4/21/99,0.096
4/22/99,2.924
4/22/99,2.259
7/13/99,0.56
7/13/99,0.3
7/13/99,0.346
7/13/99,0.23
7/14/99,0.728
7/14/99,0.475
7/14/99,2.284
7/14/99,4.293
7/16/99,0.185
7/16/99,0.38
7/21/99,0.225
7/22/99,3.006
7/22/99,2.819
1/31/00,1.504
1/31/00,3.5685
2/1/00,1.2382
2/1/00,0.5246
2/1/00,0.4932
2/1/00,0.7155
2/2/00,0.7997
2/2/00,1.2025
2/2/00,3.6581
2/2/00,3.7488
2/3/00,0.2936
2/4/00,0.368
2/9/00,0.2679
6/20/00,0.27
6/27/00,0.05
6/28/00,0.07
7/10/00,3.6743
7/10/00,2.514
7/11/00,0.732
7/11/00,0.5515
7/11/00,0.3204
7/11/00,0.3156
7/11/00,0.2593
7/12/00,0.7419
7/12/00,1.7687
7/12/00,3.6476
7/12/00,83.9
7/13/00,0.2376
7/14/00,0.3392
7/19/00,0.14
7/19/00,0.2564
7/25/00,0.16
2/5/01,4.10293
2/5/01,6.24007
2/6/01,0.323215
2/6/01,0.0256742
2/6/01,0.282249
2/7/01,0.58744
2/7/01,0.756488
2/7/01,0.62675
2/7/01,5.03547
2/7/01,3.16391
2/8/01,0.294081
2/8/01,0.293916
2/14/01,0.427291
5/10/01,0.04
5/15/01,0.03
5/16/01,0.04
6/5/01,0.05
6/12/01,0.06
6/13/01,48.16
6/19/01,0.26
6/19/01,7.54
6/20/01,0.03
6/20/01,3.55
6/21/01,0.03
6/28/01,0.05
6/28/01,0.17
7/30/01,3.61844
7/30/01,2.07321
7/31/01,0.390802
7/31/01,0.617133
7/31/01,0.100182
7/31/01,0.115088
7/31/01,0.14279
7/31/01,0.05
8/1/01,0.104946
8/1/01,4.40188
8/1/01,1.35264
8/2/01,0.217144
8/3/01,0.212266
8/7/01,0.179098
8/20/01,7.14
8/22/01,4.66
9/17/01,0.35
9/18/01,0.48
9/18/01,6.59
9/18/01,1.59
9/19/01,0.16
9/19/01,6.63
10/29/01,10.4
10/29/01,35.2
10/29/01,7.02
10/29/01,64.2
10/30/01,3.93
10/30/01,4.31
10/30/01,2.84
10/30/01,8.59
10/30/01,6.81
10/31/01,0.16
10/31/01,0.36
10/31/01,1.5
10/31/01,2.07
10/31/01,3.55
10/31/01,35.7
10/31/01,38.5
10/31/01,2.07
11/1/01,0.16
11/1/01,0.16
11/12/01,12.1
11/13/01,1.89
11/13/01,2.39
11/13/01,6.11
11/14/01,0.82
11/14/01,0.047
11/14/01,2.59
11/14/01,0.05
11/15/01,0.03
12/5/01,0.65
1/24/02,5
1/24/02,5.56
1/24/02,2.94
1/24/02,6.61
1/24/02,6.13
1/30/02,0.35
4/8/02,2.86
4/8/02,4.39
4/8/02,4.1
4/8/02,8.04
4/8/02,7.65
4/10/02,0.219
4/10/02,0.218
4/11/02,0.059
4/11/02,0.13
4/11/02,3
4/11/02,1.54
4/11/02,0.042
4/11/02,0.373
4/15/02,0.127
4/15/02,0.094
4/15/02,0.132
4/15/02,0.484
4/15/02,0.145
4/16/02,0.137
4/16/02,0.268
4/16/02,0.265
4/30/02,0.08
5/2/02,1.43
5/7/02,45.61
5/8/02,0.06
5/15/02,0.2
5/16/02,0.07
5/21/02,6.09
5/23/02,6.35
6/4/02,5.57
6/5/02,0.04
6/6/02,0.04
6/11/02,0.26
6/13/02,0.11
6/17/02,0.123
6/17/02,0.929
6/17/02,0.879
6/17/02,0.187
6/17/02,0.276
6/17/02,2.55
6/18/02,7.49
6/18/02,0.107
6/18/02,0.202
6/18/02,0.241
6/18/02,0.106
6/18/02,0.131
6/19/02,0.13
6/19/02,0.331
6/19/02,0.728
6/19/02,0.286
6/19/02,0.15
6/19/02,0.08
7/19/02,0.4745
7/22/02,1.4047
7/22/02,0.511
7/23/02,0.1639
7/23/02,0.2296
7/23/02,2.3709
7/23/02,4.654
7/24/02,0.5786
7/24/02,0.2972
7/24/02,0.1483
7/24/02,0.1423
7/25/02,0.454
7/25/02,0.0119
7/25/02,0.0598
7/25/02,0.2907
7/26/02,0.2582
7/26/02,0.3617
7/26/02,0.0125
7/26/02,0.4172
7/30/02,0.2959
9/30/02,0.0877
9/30/02,0.0942
9/30/02,0.0443
9/30/02,0.0784
10/1/02,0.233
10/1/02,0.569
10/1/02,0.229
10/1/02,0.322
10/1/02,0.252
10/3/02,11.97
10/3/02,12.36
10/3/02,19.12
10/28/02,0.405
10/28/02,1.03
10/29/02,0.455
10/29/02,0.0947
10/29/02,0.0416
10/29/02,0.0362
10/29/02,0.0398
10/29/02,0.793
1/13/03,2.4
1/13/03,0.449
1/13/03,1.72
1/13/03,0.035
1/14/03,0.241
1/14/03,0.0378
1/14/03,0.036
1/14/03,0.571
1/14/03,0.324
1/14/03,0.055
1/15/03,0.671
1/15/03,7.15
1/15/03,4.21
1/15/03,1.82
1/15/03,8.38
1/15/03,0.0671
1/16/03,0.353
1/16/03,0.0444
1/21/03,0.0954
1/21/03,0.0484
1/21/03,4.6
1/22/03,0.175
1/22/03,0.186
1/22/03,0.0997
1/22/03,0.178
1/22/03,0.21
1/22/03,0.314
1/22/03,0.154
1/22/03,0.229
1/23/03,0.114
1/23/03,0.6
1/23/03,0.134
1/23/03,0.688
1/23/03,1.26
1/23/03,1.27
1/23/03,0.115
1/23/03,2.11
1/28/03,0.291
1/28/03,0.574
2/17/03,0.306
2/17/03,0.327
2/18/03,0.0366
2/18/03,0.356
2/18/03,0.355
2/19/03,0.2
2/19/03,0.0521
2/19/03,0.271
2/19/03,0.054
2/19/03,0.0303
2/19/03,0.252
2/19/03,0.076
2/20/03,0.159
2/20/03,0.777
2/20/03,0.115
2/24/03,0.0355
2/24/03,31.5
2/24/03,1.88
2/24/03,1.6
2/24/03,0.138
2/25/03,1.7
2/25/03,2.36
2/25/03,2.47
2/25/03,0.0346
3/3/03,3.83
3/3/03,0.0871
3/3/03,0.0467
3/3/03,0.33
3/3/03,0.887
3/3/03,0.62
3/4/03,0.191
3/4/03,0.0318
3/4/03,0.164
3/4/03,0.0767
3/4/03,0.0313
3/4/03,0.0375
3/4/03,0.0328
3/4/03,0.0452
3/4/03,0.119
3/4/03,0.0579
3/5/03,0.57
3/5/03,0.0612
3/5/03,0.706
3/5/03,0.0321
3/5/03,0.0365
3/5/03,3.2
3/5/03,0.691
3/5/03,0.27
3/5/03,1.9
3/5/03,0.647
3/6/03,0.892
3/6/03,0.589
3/6/03,1.97
3/10/03,0.0349
3/10/03,0.0355
3/10/03,0.423
3/10/03,0.0349
3/10/03,0.039
3/10/03,3.4
3/10/03,0.876
3/11/03,0.0341
3/11/03,0.109
3/11/03,0.0442
3/11/03,0.0361
3/11/03,0.203
3/11/03,0.0418
3/11/03,0.11
3/11/03,0.0326
3/11/03,0.0401
3/11/03,0.0498
3/12/03,0.0359
3/12/03,2.43
3/12/03,0.0903
3/12/03,0.235
3/12/03,4.84
3/12/03,0.0426
3/12/03,0.22
3/24/03,0.393
3/24/03,0.438
3/24/03,0.177
3/24/03,0.136
3/24/03,0.063
3/24/03,0.192
3/24/03,0.0978
3/24/03,1.1
3/24/03,1.24
3/24/03,0.191
3/24/03,0.427
3/24/03,0.827
3/24/03,1.83
3/25/03,0.0434
3/25/03,0.123
3/25/03,0.298
3/25/03,0.352
3/25/03,0.594
3/25/03,0.11
3/25/03,0.102
3/25/03,0.665
3/25/03,0.14
3/25/03,0.256
3/26/03,2.96
3/26/03,0.223
3/26/03,0.0774
3/26/03,0.0445
3/26/03,0.0466
3/26/03,0.241
3/26/03,0.247
3/26/03,0.0329
3/26/03,1.39
3/26/03,0.0498
3/26/03,0.252
3/26/03,0.184
3/26/03,3.08
3/26/03,0.749
3/27/03,0.049
3/27/03,0.273
3/27/03,0.255
3/27/03,0.0373
3/27/03,0.0315
3/27/03,0.0347
3/27/03,0.137
3/27/03,0.223
3/27/03,0.0354
4/3/03,3.78
4/3/03,0.705
4/3/03,0.86
4/3/03,0.56
4/3/03,0.598
4/3/03,0.0847
4/3/03,3.04
4/3/03,3.87
4/3/03,0.263
4/3/03,0.0368
4/3/03,0.752
4/8/03,0.474
4/8/03,0.35
4/10/03,0.0336
4/14/03,0.573
4/14/03,0.54
4/14/03,0.248
4/14/03,0.119
4/15/03,0.0552
4/15/03,1.48
4/15/03,0.496
4/15/03,0.317
4/15/03,0.786
4/15/03,8.41
4/15/03,1.6
4/16/03,7.42
4/16/03,0.144
4/16/03,0.528
4/16/03,8.56
4/16/03,6.22
4/17/03,0.0675
4/17/03,0.677
4/17/03,0.0438
4/17/03,1.58
4/17/03,0.0476
4/21/03,2.11
4/21/03,0.069
4/22/03,0.327
4/22/03,0.0832
4/22/03,0.13
5/12/03,0.0617
5/12/03,0.204
5/12/03,0.073
5/12/03,0.0616
5/13/03,0.122
5/13/03,0.0504
5/13/03,0.188
5/13/03,0.112
5/13/03,0.491
5/13/03,0.355
5/14/03,9.26
5/14/03,0.29
5/14/03,0.0392
5/14/03,5.83
5/14/03,0.214
5/14/03,1.18
5/14/03,12.3
5/14/03,0.0416
5/14/03,0.0634
5/15/03,4.5
5/15/03,0.0667
5/15/03,0.0725
5/19/03,1.56
5/27/03,0.09
5/29/03,0.04
6/3/03,0.0609
6/3/03,0.2
6/3/03,0.208
6/23/03,0.054
6/23/03,0.0473
6/23/03,0.184
6/23/03,0.0547
6/23/03,0.0528
7/14/03,0.141
8/4/03,0.0678
8/4/03,0.0987
8/4/03,0.0879
8/4/03,0.0968
8/4/03,0.083
8/5/03,0.456449
8/5/03,0.264944
8/5/03,0.246
8/5/03,0.647
8/5/03,0.394
8/5/03,0.544
8/5/03,0.403
8/5/03,0.571
8/5/03,0.322
8/5/03,0.41
8/5/03,0.32946
8/6/03,0.310775
8/6/03,0.406259
8/6/03,0.346149
8/7/03,0.179101
8/7/03,0.21415
8/7/03,0.222127
8/7/03,0.202983
8/8/03,0.236056
8/8/03,0.12096
8/11/03,0.223005
8/12/03,0.353204
8/12/03,0.251658
8/12/03,0.346471
8/15/03,0.227561
9/8/03,0.23
9/8/03,14.9
9/9/03,8.34
9/9/03,0.132
9/9/03,0.921
9/9/03,5.3
9/9/03,0.0573
10/21/03,0.0471
10/21/03,0.0208
10/21/03,0.0307
10/21/03,0.0254
10/21/03,0.252
10/22/03,0.198
10/22/03,0.0274
10/22/03,0.146
10/23/03,0.0508
10/28/03,0.0079
10/28/03,0.0297
10/28/03,0.0054
10/28/03,0.588
11/3/03,0.589
11/3/03,0.252
11/4/03,19.4
11/5/03,0.0682
2/23/04,1.01
2/23/04,2.15
2/23/04,1.48
2/23/04,0.966
2/23/04,0.396
2/23/04,0.215
2/23/04,0.3
2/23/04,3.62
2/23/04,0.863
2/23/04,1.87
2/23/04,0.576
2/23/04,2.66
2/23/04,1.74
2/23/04,0.0475
2/23/04,0.516
2/24/04,0.335
2/24/04,0.0152
2/24/04,0.0057
2/24/04,0.0189
2/24/04,0.008
2/24/04,1.08
2/24/04,0.0805
2/24/04,0.374
2/24/04,0.0081
2/24/04,0.0342
2/24/04,0.0054
2/24/04,0.247
2/24/04,0.0137
2/25/04,3.37
2/25/04,2.67
2/25/04,1.7
2/25/04,0.666
2/25/04,4.18
2/25/04,6.23
2/25/04,0.238
2/25/04,0.0055
2/25/04,0.0159
2/25/04,0.124
2/25/04,0.0124
2/25/04,0.0181
3/1/04,0.599
3/1/04,0.528
3/1/04,4.43
3/1/04,0.0152
3/1/04,1.34
3/1/04,0.81
3/2/04,0.0127
3/2/04,0.0302
3/2/04,0.0148
5/3/04,0.348
5/4/04,0.618
5/4/04,14.9
5/5/04,0.034
5/18/04,7.05
5/18/04,0.07
5/18/04,0.817
5/18/04,0.133
5/18/04,7.11
5/18/04,3.34
5/19/04,0.568
5/19/04,0.0465
5/19/04,15.1
5/19/04,0.132
5/19/04,10.1
5/19/04,2.56
5/19/04,0.0792
7/12/04,0.40639
7/12/04,0.291229
7/12/04,0.480472
7/13/04,0.427092
7/13/04,0.191897
7/13/04,0.212557
7/13/04,0.424879
7/14/04,0.327423
7/14/04,0.00556066
7/14/04,0.358838
7/14/04,0.416909
7/15/04,0.300421
7/15/04,0.296238
7/16/04,0.28569
7/16/04,0.249076
7/16/04,0.218758
7/19/04,0.272135
7/23/04,0.338151
9/13/04,0.318
9/13/04,13.4
9/13/04,0.534
9/13/04,8.22
9/13/04,1.04
9/13/04,0.0668
9/13/04,0.0455
9/14/04,0.042
9/14/04,14.5
9/14/04,7.42
9/14/04,2.19
10/4/04,0.264
10/5/04,17.6
10/5/04,0.686
10/6/04,0.165
1/10/05,2
1/10/05,1.98
1/10/05,1.92
1/10/05,4.69
1/10/05,1.43
1/10/05,1.45
1/10/05,2.27
1/11/05,0.904
1/11/05,0.372
1/25/05,31.3
1/25/05,0.61
1/25/05,15.9
1/25/05,3.4
1/25/05,0.48
1/25/05,0.8
2/23/05,0.66
2/23/05,2.3
2/23/05,34
2/23/05,0.46
2/23/05,0.13
2/23/05,1.3
2/23/05,0.21
2/28/05,0.338843
2/28/05,10.7
2/28/05,2.69
2/28/05,1.5
2/28/05,1.76
2/28/05,6.28
2/28/05,5.93
3/1/05,0.265084
3/1/05,3.57
3/1/05,0.0154
3/1/05,6.83
3/1/05,15.2
3/1/05,9.51
3/1/05,0.153
3/1/05,1.02051
3/2/05,1.72
3/24/05,0.088
3/24/05,0.19
3/24/05,0.37
3/24/05,25
3/24/05,0.86
3/24/05,3.3
3/24/05,1.1
4/12/05,1.69
4/12/05,1.12
4/12/05,0.948
4/12/05,1.62
4/12/05,1.44
4/12/05,0.606
4/12/05,3.77
4/12/05,1.03
4/12/05,1.41
4/18/05,4.62
4/19/05,6.73
4/19/05,7.85
4/19/05,0.0369
4/19/05,1.25
4/19/05,19.3
4/19/05,0.138
4/19/05,2.29
4/20/05,12.2
4/20/05,0.042
4/20/05,6.97
4/20/05,17.9
4/20/05,11
4/20/05,1.8
4/20/05,6.6
4/20/05,0.49
4/20/05,1.1
4/20/05,89
4/25/05,0.8
4/26/05,1.21
4/26/05,1.19
4/26/05,0.326
4/27/05,3.45
4/27/05,0.022
4/27/05,0.323
5/9/05,0.429
5/10/05,12.1
5/10/05,0.484
5/16/05,0.98
5/16/05,2.3
5/17/05,1.93
5/18/05,0.964
5/18/05,1.5
5/18/05,8.8
5/18/05,21
5/18/05,0.91
5/18/05,8.8
5/18/05,36
5/23/05,0.299
5/23/05,0.145
5/24/05,0.0189
5/24/05,2.07
5/24/05,3.7
5/24/05,3.18
5/25/05,3.34
5/25/05,0.214
5/25/05,0.0757
5/31/05,0.752
5/31/05,16.9
5/31/05,0.015
5/31/05,0.942
6/1/05,0.62
6/1/05,0.174
6/1/05,0.576
6/6/05,0.244
6/7/05,0.394
6/7/05,0.817
6/7/05,0.94
6/7/05,3.45
6/8/05,0.616
6/9/05,0.337
6/13/05,0.373
6/13/05,0.859
6/13/05,1.4
6/13/05,5.94
6/13/05,0.995
6/14/05,0.12
6/14/05,1.25
6/14/05,1.81
6/14/05,0.497
6/14/05,1.24
6/14/05,2.82
6/14/05,0.0967
6/15/05,0.299
6/15/05,0.636
6/15/05,0.0585
6/15/05,12
6/15/05,31
6/15/05,1.6
6/15/05,2
6/15/05,22
6/16/05,0.828
6/20/05,3.13
6/21/05,0.069
6/28/05,3.34
6/28/05,0.0172
6/29/05,2.6
